Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
64263,5/1/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up- caller states this is the 2nd time within weeks that collection truck has just rolled past her cart which sits at the curb. this happens to often,2617 delk ave,37208,METRO,9201,21,1726277.433,672667.8334
64318,5/1/2018,Trash - Curbside/Alley Missed Pickup,alley was missed 2133 14tjh ave n,2133 14th ave n,37208,METRO,9205,2,1729381.933,675908.9017
64484,5/2/2018,Trash - Curbside/Alley Missed Pickup,others were missed,1209 4th Ave N,37208,WASTE IND,3208,19,1736133.658,671738.6255
64485,5/2/2018,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,2700 clarksville pike,37208,METRO,9205,2,1726445.932,675950.5031
64527,5/2/2018,Trash - Curbside/Alley Missed Pickup,trash missed,1601 Dr D B Todd Jr Blvd,37208,RED RIVER,3206,21,1729768.351,670950.4387
64622,5/2/2018,Trash Collection Complaint,2414 scovey st trash has been missed for several weeks. He stated he has been taking bags to work but is not going to keep doing that because we pickup the entrire street but his.,2414 scovel st,37208,METRO,9304,21,1728007.822,669413.4773
64679,5/2/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,2338 herman st,37208,METRO,9303,21,1729054.635,666782.3019
64853,5/3/2018,Trash - Curbside/Alley Missed Pickup,trash,2214 Morena St,37208,METRO,9303,21,1729279.133,667609.3004
65993,5/8/2018,Trash - Curbside/Alley Missed Pickup,trash,1407 MeHarry Blvd,37208,METRO,9208,19,1731993.691,669340.3849
66049,5/8/2018,Trash - Curbside/Alley Missed Pickup,Guys only gab the bags from the top and leaving trash/half way full.. Wants cart emptied Alley,1308 7th Ave N,37208,WASTE IND,3208,19,1734835.838,671843.7479
66140,5/8/2018,Trash - Curbside/Alley Missed Pickup,,"2702 Deerfield Dr, Nashville, TN 37208, United States",37208,,,21,1726134.667,674619.3182
66181,5/8/2018,Trash - Curbside/Alley Missed Pickup,,"1511 10th Ave N, Nashville, TN 37208, United States",37208,WASTE IND,3208,19,1732893.373,671871.1769
66314,5/9/2018,Trash - Curbside/Alley Missed Pickup,"Trash has not been emptied in 2 weeks, using brown cart. curbside.",2640 Delk Ave,37208,METRO,9201,21,1725953.132,673400.1026
66321,5/9/2018,Trash - Curbside/Alley Missed Pickup,cart still out,1700 scovel st,37208,RED RIVER,3206,21,1730921.786,669968.0146
66396,5/9/2018,Trash - Curbside/Alley Missed Pickup,Missed. 3 carts including neighbor from across the street. all were missed,1807 26TH AVE N,37208,METRO,9201,21,1726583.438,673574.7379
66482,5/9/2018,Trash - Curbside/Alley Missed Pickup,Trash/Alley miss for Tuesday.,1722 24th Ave N,37208,METRO,9201,21,1727892.333,672551.3021
66535,5/9/2018,Trash - Curbside/Alley Missed Pickup,trash miss,2702 Meharry Blvd,37208,,,21,1726809.42,668469.922
66639,5/10/2018,Trash - Curbside/Alley Missed Pickup,others were missed,1209 4th Ave N,37208,WASTE IND,3208,19,1736133.658,671738.6255
66712,5/10/2018,Trash - Curbside/Alley Missed Pickup,Missed pick up,2414 albion st,37208,METRO,9303,21,1728350.897,667977.5811
66754,5/10/2018,Trash - Backdoor,Missed backdoor trash,2601 vance ave,37208,METRO,9201,21,1726433.832,674806.1038
67062,5/11/2018,Trash - Backdoor,missed backdoor pick up,2010 salem mason dr,37208,METRO,9201,21,1726477.932,674571.3022
67408,5/14/2018,Trash - Curbside/Alley Missed Pickup,carts still on alley,2408 albion st,37208,METRO,9303,21,1728496.745,667993.698
67824,5/15/2018,Trash - Curbside/Alley Missed Pickup,Everyone else?s trash was picked up; looks like ours was just missed,1817 5th Ave N B,37208,WASTE IND,3207,19,1733896.313,674935.4077
67845,5/16/2018,Trash - Backdoor,cart still out,1107 walsh st,37208,METRO,9205,2,1729781.933,676544.9005
67908,5/16/2018,Trash - Curbside/Alley Missed Pickup,missed pick up - wants picked up today !,1821 Ed Temple Blvd,37208,METRO,9201,21,1725079.943,674163.2238
67969,5/16/2018,Trash - Curbside/Alley Missed Pickup,"Caller states the whole alley starting in the 1700 block of 6th Ave, N. needs to be cleaned. Trash cans are strewn everywhere and there is trash all over the alley--he tried to cal his CM, but he can never get him on the phone. It needs to be cleaned.",1701 6th Ave N,37208,WASTE IND,3207,19,1734117.885,673865.566
68203,5/16/2018,Trash - Curbside/Alley Missed Pickup,Your crew skips the alley about half the time.,2207 Hermosa St,37208,METRO,9303,21,1729107.535,667051.4012
68494,5/17/2018,Trash - Curbside/Alley Missed Pickup,Missed entire alley - missed.,2205 Hermosa St,37208,METRO,9303,21,1729161.719,667055.6465
68623,5/18/2018,Trash Collection Complaint,"Backdoor pick up 
driver left cart in alley where resident was not able to get to it. 
resident has had someone bring back up to home but wanted to make sure 
driver knows to put cart back where they picked up at house in future",1517 12th Ave N A,37208,WASTE IND,3207,21,1731693.839,671290.4996
68833,5/19/2018,Trash - Curbside/Alley Missed Pickup,Looks like the whole alley was missed,1721 7th Ave N,37208,WASTE IND,3207,19,1733549.047,673992.0166
69517,5/22/2018,Trash Collection Complaint,SETTING CARTS DOWN AT WRONG HOUSES AND UP THE STREET,1715 BUCHANAN CT,37208,METRO,9201,21,1726353.281,672981.0193
69575,5/22/2018,Trash Collection Complaint,trash fell out of truck and the crew just left it,2704 jenkins st,37208,METRO,9201,21,1725975.369,673871.2035
69578,5/22/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,2405 seifried st,37208,METRO,9205,21,1727462.733,674040.1025
69623,5/23/2018,Trash Collection Complaint,Missed for the 6th time- she said she doesn't understand why her cart is always missed. Would like trash collected and a call from the supervisor. She puts her cart on the main street off the sidewalk. She says she doesn't have access to an alley.,911 Dr D B Todd Jr Blvd,37208,METRO,9208,21,1730880.913,667551.121
69628,5/23/2018,Trash - Backdoor,"Backdoor miss for trash pickup unit-A not getting emptied when it should. 
resident not able to take out, that's why she's on backdoor pickup. Tuesday""",1517 12th Ave N A,37208,WASTE IND,3207,21,1731693.839,671290.4996
69856,5/23/2018,Trash - Curbside/Alley Missed Pickup,cart still out wants a call as to why it was missed,2424 Booker St B,37208,METRO,9303,21,1728183.972,666270.1397
69875,5/23/2018,Trash - Curbside/Alley Missed Pickup,carts still on curb,1209 Ireland St B,37208,METRO,9208,19,1733033.179,668672.9665
69876,5/23/2018,Trash - Curbside/Alley Missed Pickup,cart still out,1700 scovel st,37208,RED RIVER,3206,21,1730921.456,669968.0655
70013,5/24/2018,Trash - Curbside/Alley Missed Pickup,Trash/Miss for pickup Tuesday.  ALLEY {needs to be emptied}.,1811 UNDERWOOD ST,37208,METRO,9208,21,1729725.787,670655.0544
70017,5/24/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,2608 Albion St,37208,METRO,9303,21,1727382.315,667842.2249
70018,5/24/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,2615 albion st,37208,METRO,9303,21,1727179.521,667696.4964
70309,5/25/2018,Trash Collection Complaint,Missed 5th time in a row. Needs supervisor to speak with her.,2420 Albion St,37208,METRO,9303,21,1728156.14,667946.5383
71055,5/30/2018,Trash - Curbside/Alley Missed Pickup,Missed Trash/Tuesday {Alley},1409 Scovel St,37208,METRO,9208,19,1731872.917,670091.313
71167,5/30/2018,Trash - Curbside/Alley Missed Pickup,"missed pick up- Apt. A, alley pick up.",1813 hermosa st,37208,METRO,9208,21,1730626.733,667296.9019
71189,5/30/2018,Trash - Curbside/Alley Missed Pickup,Missed. Is missed frequently,752 22ND AVE N,37208,METRO,9303,21,1729422.733,666337.7005
71287,5/31/2018,Trash - Backdoor,backdoor missed pick up,"1816 Knowles St, Nashville, TN 37208, United States",37208,METRO,9208,21,1729694.166,670400.4819
71368,5/31/2018,Trash - Curbside/Alley Missed Pickup,Missed 4th time in a row. Needs supervisor to call her. Caller states it's curbside.,2420 Albion St,37208,METRO,9303,21,1728156.577,667944.9872
71377,5/31/2018,Trash - Curbside/Alley Missed Pickup,carts still on alley Wednesday,2408 albion st,37208,METRO,9303,21,1728496.448,667993.1282
71505,5/31/2018,Trash - Curbside/Alley Missed Pickup,missed 2 carts- this is Unit B,1915 delta ave,37208,RED RIVER,4209,21,1731868.2,674688.516
71644,5/31/2018,Trash - Curbside/Alley Missed Pickup,Collection skipped the alley again,2207 Hermosa St,37208,METRO,9303,21,1729107.535,667051.4012
72150,6/4/2018,Trash - Curbside/Alley Missed Pickup,missed units A&B,"1531 Arthur Ave, Nashville, TN 37208, United States",37208,WASTE IND,3208,19,1732378.48,671780.7288
72735,6/5/2018,Trash - Curbside/Alley Missed Pickup,Missed.,1209 Ireland St A,37208,METRO,9208,19,1733034.362,668672.0463
72748,6/5/2018,Trash - Curbside/Alley Missed Pickup,There were 2 cans out.because it is a duplex.only one can was emptied..the less full can for some reason,"2200 24th Ave N, Nashville, TN 37208, United States",37208,METRO,9205,2,1727896.992,676116.4097
72778,6/6/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,"1412 Meharry Blvd, Nashville, TN 37208, United States",37208,METRO,9208,19,1731814.12,669396.2081
72785,6/6/2018,Trash - Curbside/Alley Missed Pickup,missed several times in the past few weeks,"709 26th Ave N, Nashville, TN 37208, United States",37208,METRO,9303,21,1727824.256,665614.2084
72841,6/6/2018,Trash - Curbside/Alley Missed Pickup,"Curbside trash missed again, no longer has access to alley, she faces Cockrill St. Carts need to be emptied, 2 carts.  Tuesday**",1607 Cockrill St,37208,RED RIVER,3206,21,1730681.934,671280.9033
72894,6/6/2018,Trash - Curbside/Alley Missed Pickup,CART IS STILL ON STREET,1702 14TH AVE N,37208,RED RIVER,3206,21,1730649.132,672483.3021
73009,6/6/2018,Trash Collection Complaint,"Per caller, the entire trash cart was tossed into truck. Collection crew instructed caller to notify HUB.",1902 scovel st,37208,METRO,9208,21,1729422.297,669649.1507
73030,6/6/2018,Trash - Curbside/Alley Missed Pickup,cart still out,1624 arthur ave,37208,WASTE IND,3207,21,1731955.281,672449.5049
73151,6/7/2018,Trash - Curbside/Alley Missed Pickup,"Alley trash miss for Wednesday. Wants cart emptied.
615-293-1573",2524 Batavia St,37208,METRO,9303,21,1727571.77,666490.0269
73158,6/7/2018,Trash - Curbside/Alley Missed Pickup,Trash/keeps getting missed {Alley} Wednesday. File a complaint.,2416 Meharry blvd D,37208,METRO,9303,21,1728277.688,668664.795
73325,6/7/2018,Trash - Curbside/Alley Missed Pickup,missed pick up.,1511 23rd ave n,37208,METRO,9201,21,1728522.732,670584.1012
73454,6/7/2018,Trash - Curbside/Alley Missed Pickup,lid,518 monroe st,37208,WASTE IND,3208,19,1735272.927,671876.6201
73537,6/7/2018,Trash - Curbside/Alley Missed Pickup,cart stays out,2415 booker st,37208,METRO,9303,21,1728449.047,666097.2615
74708,6/12/2018,Trash - Backdoor,Missed.,1714 Heiman st,37208,RED RIVER,3206,21,1730604.881,670236.4263
74826,6/13/2018,Trash - Curbside/Alley Missed Pickup,Missed needs a collection,1911 SALEM MASON DR,37208,METRO,9205,21,1726410.395,674093.7932
74837,6/13/2018,Trash - Curbside/Alley Missed Pickup,cart still out on 11th Ave N,1519 12th Ave N,37208,WASTE IND,3207,21,1731741.867,671388.399
74970,6/13/2018,Trash Collection Complaint,4 units at this address and caller states that every week one of the carts are missed out of the 4 carts. Also there is a abandon cart at this same address that is full of construction debris that has not been dumped in over 3 months,1818 4th Ave N A,37208,WASTE IND,3207,19,1734326.733,675214.5038
74995,6/13/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2500 Clarksville Pike,37208,METRO,9205,2,1727190.731,675429.7037
75000,6/13/2018,Trash - Curbside/Alley Missed Pickup,Missed.- entire street,2105 26th Ave N,37208,METRO,9205,21,1726731.408,675070.3984
75202,6/14/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash- Whole street was missed.,2007 26th Ave N,37208,METRO,9205,21,1726691.834,674467.0038
75203,6/14/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,1711 nassau st,37208,WASTE IND,3207,19,1732923.846,673418.3369
75208,6/14/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash,2700 Clarksville pike,37208,METRO,9205,2,1726445.932,675950.5031
75334,6/14/2018,Trash - Curbside/Alley Missed Pickup,missed,2408 albion st,37208,METRO,9303,21,1728496.448,667993.1282
75392,6/14/2018,Trash - Curbside/Alley Missed Pickup,miss,518 monroe st,37208,WASTE IND,3208,19,1735272.927,671876.6201
75431,6/14/2018,Trash - Curbside/Alley Missed Pickup,They?ve just stopped collecting from the alley between Hermosa and Herman. It?s a problem every week now.,2207 Hermosa St,37208,METRO,9303,21,1729107.535,667051.4012
75702,6/15/2018,Trash - Curbside/Alley Missed Pickup,missed,2403 14th ave n,37208,METRO,9205,2,1729139.533,677012.9007
76242,6/18/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash,2515 herman st,37208,METRO,9303,21,1727682.427,666683.3224
76327,6/19/2018,Trash - Curbside/Alley Missed Pickup,"Trash/skip this morning, trash/truck already run, cart still out Alley Tuesday.",1700 scovel st,37208,RED RIVER,3206,21,1730921.456,669968.0655
76479,6/19/2018,Trash Collection Complaint,"we live in an apartment in the alley between 6th and 7th avenue N. every single time that there is a trash collection, this is what the alley looks like after. we have on multiple occassions seen the trash collectors barrel through the alley way and leave this mess without making any effort whatsoever to clean up. its been going on for since we moved last year, but this is the first time we have gotten around to sending a complaint.  every week we have to walk up and down the alley picking up all the fallen carts and putting them back where they were - two trash carts have been broken this way, and sometimes they are left in the middle of the road and block traffic.  if you could please ask them to be more thoughtful in the alley way it would be a huge help for everyone who lives there!
1215 6th Ave N",1215 6th Ave N,37208,WASTE IND,3208,19,1735401.523,671370.8458
76532,6/19/2018,Trash Collection Complaint,"we live in an apartment in the alley between 6th and 7th avenue N. every single time that there is a trash collection, this is what the alley looks like after. we have on multiple occassions seen the trash collectors barrel through the alley way and leave this mess without making any effort whatsoever to clean up. its been going on for since we moved last year, but this is the first time we have gotten around to sending a complaint.  every week we have to walk up and down the alley picking up all the fallen carts and putting them back where they were - two trash carts have been broken this way, and sometimes they are left in the middle of the road and block traffic.  if you could please ask them to be more thoughtful in the alley way it would be a huge help for everyone who lives there!",1215 6th Ave N,37208,,,19,1735401.523,671370.8458
76583,6/19/2018,Trash - Backdoor,backdoor miss,1714 Heiman st,37208,RED RIVER,3206,21,1730604.881,670236.4263
76587,6/19/2018,Trash - Curbside/Alley Missed Pickup,MISSED,1724 24TH AVE N,37208,METRO,9201,21,1727882.451,672599.8105
76589,6/19/2018,Trash - Backdoor,missed- backdoor - trash,1728 Dr D B Todd Jr Blvd,37208,RED RIVER,3206,21,1729457.397,672438.0518
76681,6/20/2018,Trash - Curbside/Alley Missed Pickup,Missed.,1835 Hermosa St,37208,METRO,9208,21,1730308.642,667242.7529
76761,6/20/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash- several missed on herman st. caller stated they watch the trash truck only pickup one in the alley and then he moved on.,2513 herman st,37208,METRO,9303,21,1727724.79,666691.4907
76919,6/20/2018,Trash - Curbside/Alley Missed Pickup,Skipped the alley between Hermosa and Herman again.,2207 Hermosa St,37208,METRO,9303,21,1729107.535,667051.4012
77079,6/21/2018,Trash - Curbside/Alley Missed Pickup,cart stays on alley and they just throw carts in alley blocking it,1616 7th ave n,37208,WASTE IND,3207,19,1734109.002,673413.107
77127,6/21/2018,Trash - Curbside/Alley Missed Pickup,cart still out on alley,2102 hermosa st,37208,METRO,9303,21,1729582.233,667262.0025
77183,6/21/2018,Trash - Curbside/Alley Missed Pickup,missed,2204 24th ave n,37208,METRO,9205,2,1727910.732,676300.9017
77192,6/21/2018,Trash - Curbside/Alley Missed Pickup,missed pick up for units A and B,1704 24th ave n,37208,METRO,9201,21,1727962.502,672128.188
77451,6/22/2018,Trash - Curbside/Alley Missed Pickup,trash truck came half way down the alley then left need to come back and get all carts,1713 23rd ave n,37208,METRO,9201,21,1728222.646,672338.5035
78092,6/26/2018,Trash - Curbside/Alley Missed Pickup,Trash {ALLEY} Has 2 carts and leaving 2nd cart full 2 weeks now.,2101 14th Ave N,37208,METRO,9205,2,1729609.934,675142.5027
78278,6/26/2018,Trash - Curbside/Alley Missed Pickup,Curb/trash always gets missed Tuesday.,2105 23rd Ave N,37208,METRO,9205,21,1728145.318,674494.8054
78295,6/26/2018,Trash - Curbside/Alley Missed Pickup,trash missed,1601 Dr D B Todd Jr Blvd,37208,RED RIVER,3206,21,1729769.544,670949.5721
